ID,SEX,EDUCATION,MARRIAGE,AGE,LIMIT_BAL,default
120242,2,1,2,28,520000,0
120243,2,3,2,28,80000,0
120244,2,3,1,28,120000,0
120245,2,1,2,27,360000,0
120246,2,1,2,27,50000,0
120247,2,2,2,24,30000,1
120248,2,2,2,24,50000,0
120249,2,1,2,25,80000,0
120250,2,2,2,25,50000,0
120251,2,2,2,26,120000,0
120252,2,5,2,27,210000,0
120253,2,2,2,22,80000,0
120254,2,1,2,25,50000,0
120255,2,2,2,25,300000,0
120256,2,1,2,26,100000,0
120257,2,1,2,26,130000,0
120258,2,1,2,27,160000,1
120259,2,1,2,27,130000,0
120260,2,1,1,23,30000,0
120261,2,1,2,23,50000,0
120262,2,2,2,22,20000,0
120263,2,2,2,23,140000,0
120264,2,1,2,25,180000,0
120265,2,3,2,26,400000,0
120266,2,2,2,26,260000,0
120267,2,2,2,26,260000,0
120268,2,2,1,26,180000,0
120269,2,1,2,27,160000,0
120270,2,2,1,25,30000,0
120271,2,2,1,25,250000,0
120272,2,1,2,25,80000,0
120273,2,1,2,28,50000,0
120274,2,1,2,27,210000,0
120275,2,1,2,27,200000,0
120276,2,2,2,28,320000,0
120277,2,1,1,32,200000,0
120278,2,2,1,27,80000,1
120279,2,3,2,26,140000,0
120280,2,1,2,27,80000,0
120281,2,2,2,30,230000,1
120282,2,2,2,29,320000,0
120283,2,2,2,29,30000,0
120284,2,1,2,29,240000,1
120285,2,1,2,29,360000,0
120286,2,1,2,28,30000,0
120287,2,1,2,28,320000,0
120288,2,2,2,29,220000,0
120289,2,1,2,26,240000,0
120290,2,1,2,25,20000,0
120291,2,1,2,24,20000,0
120292,2,2,2,26,300000,0
120293,2,1,2,26,340000,0
120294,2,2,2,27,300000,0
120295,2,1,2,26,350000,0
120296,2,1,2,24,20000,1
120297,2,1,2,24,90000,0
120298,2,2,1,27,80000,1
120299,2,2,1,28,20000,0
120300,2,1,2,27,100000,1
120301,2,2,1,24,150000,0
120302,2,1,2,27,260000,0
120303,2,1,2,27,140000,0
120304,2,1,2,24,30000,0
120305,2,2,2,31,230000,0
120306,2,3,1,30,70000,1
120307,2,1,2,30,300000,0
120308,2,1,2,29,110000,1
120309,2,2,2,27,30000,0
120310,2,2,2,27,20000,1
120311,2,1,2,22,30000,0
120312,2,1,2,30,200000,0
120313,2,1,2,31,200000,0
120314,2,2,1,26,50000,0
120315,2,2,2,26,100000,1
120316,2,2,2,26,140000,0
120317,2,1,2,22,50000,0
120318,2,1,2,27,160000,0
120319,2,2,2,28,170000,0
120320,2,1,2,28,160000,0
120321,2,3,2,28,100000,0
120322,2,2,2,23,200000,1
120323,2,1,2,27,360000,0
120324,2,1,2,27,160000,0
120325,2,2,2,25,90000,0
120326,2,1,2,28,120000,1
120327,2,1,2,28,300000,1
120328,2,2,1,26,20000,0
120329,2,1,2,27,240000,0
120330,2,2,2,27,210000,0
120331,2,3,1,24,50000,0
120332,2,2,2,25,50000,0
120333,2,1,2,25,60000,0
120334,2,1,2,28,140000,1
120335,2,2,1,27,320000,0
120336,2,2,1,27,90000,0
120337,2,2,1,27,280000,0
120338,2,3,1,25,80000,1
120339,2,1,2,25,170000,0
120340,2,2,1,30,240000,1
120341,2,1,1,23,30000,1
120342,2,2,2,23,50000,0
120343,2,2,2,23,10000,0
120344,2,1,2,24,80000,0
120345,2,1,2,28,170000,0
120346,2,1,1,33,110000,1
120347,2,2,1,34,210000,0
120348,2,5,1,34,150000,0
120349,2,2,2,26,140000,1
120350,2,2,2,27,80000,1
120351,2,3,1,24,240000,0
120352,2,2,1,29,50000,0
120353,2,1,2,24,50000,0
120354,2,1,2,28,180000,0
120355,2,1,2,29,110000,0
120356,2,2,1,29,300000,1
120357,2,5,2,29,210000,0
120358,2,1,2,29,200000,0
120359,2,2,1,28,100000,1
120360,2,3,2,31,70000,1
120361,2,1,2,31,250000,0
120362,2,1,2,31,600000,0
120363,2,2,1,31,320000,0
120364,2,1,2,27,110000,0
120365,2,1,2,22,20000,0
120366,2,3,2,22,60000,0
120367,2,1,2,29,320000,0
120368,2,2,2,29,110000,0
120369,2,3,2,28,80000,0
120370,2,3,2,29,500000,0
120371,2,3,2,31,190000,0
120372,2,2,2,27,80000,0
120373,2,1,1,29,90000,0
120374,2,3,2,29,140000,0
120375,2,1,2,31,200000,0
120376,2,1,1,31,250000,0
120377,2,1,1,32,260000,0
120378,2,2,2,28,220000,1
120379,2,2,2,29,110000,0
120380,2,2,2,27,210000,0
120381,2,2,1,30,380000,0
120382,2,1,2,26,120000,0
120383,2,1,2,25,60000,0
120384,2,2,2,24,100000,1
120385,2,1,2,24,20000,0
120386,2,2,2,25,30000,1
120387,2,1,2,26,50000,0
120388,2,1,2,26,200000,1
120389,2,1,2,25,210000,0
120390,2,2,2,25,240000,0
120391,2,3,2,33,150000,0
120392,2,1,2,34,330000,0
120393,2,2,2,34,280000,0
120394,2,1,2,33,210000,0
120395,2,1,1,34,400000,0
120396,2,1,2,33,200000,0
120397,2,2,1,32,60000,0
120398,2,1,2,31,360000,0
120399,2,1,2,31,300000,0
120400,2,2,2,33,10000,0
120401,2,1,1,32,420000,0
120402,2,3,2,32,220000,0
120403,2,1,1,34,200000,0
120404,2,1,2,33,50000,0
120405,2,1,2,37,230000,0
120406,2,2,1,37,50000,0
120407,2,2,1,38,30000,0
120408,2,3,1,45,150000,1
120409,2,1,1,41,330000,1
120410,2,2,1,37,120000,0
120411,2,1,1,36,360000,0
120412,2,2,1,40,30000,0
120413,2,3,2,39,150000,0
120414,2,2,1,46,150000,0
120415,2,1,1,37,470000,0
120416,2,2,1,42,410000,0
120417,2,3,2,43,390000,1
120418,2,3,2,40,450000,0
120419,2,2,2,42,70000,0
120420,2,2,1,44,50000,0
120421,2,3,1,46,100000,0
120422,2,2,2,28,280000,0
120423,2,1,2,30,360000,0
120424,2,2,1,30,180000,0
120425,2,1,1,39,450000,0
120426,2,2,2,27,500000,0
120427,2,1,1,37,200000,0
120428,2,3,1,43,130000,1
120429,2,2,2,34,360000,0
120430,2,2,1,34,300000,0
120431,2,2,2,41,70000,1
120432,2,1,2,36,30000,1
120433,2,2,2,30,280000,0
120434,1,3,2,46,210000,0
120435,2,3,1,41,80000,0
120436,2,1,2,37,260000,0
120437,2,3,1,36,120000,1
120438,2,2,1,31,180000,0
120439,2,2,1,34,140000,0
120440,2,3,1,34,370000,0
120441,2,2,2,33,160000,0
120442,2,2,3,33,60000,1
120443,2,2,1,37,360000,0
120444,2,2,1,42,130000,1
120445,2,1,2,35,500000,0
120446,2,2,1,47,360000,0
120447,2,3,1,38,120000,0
120448,2,2,2,36,150000,0
120449,2,2,1,37,120000,0
120450,2,1,3,35,190000,0
120451,2,3,1,43,230000,0
120452,2,3,3,43,50000,0
120453,2,3,2,45,20000,0
120454,2,3,1,38,100000,0
120455,2,5,3,40,200000,0
120456,2,2,2,38,160000,0
120457,2,1,2,32,160000,0
120458,2,3,1,39,50000,1
120459,2,1,2,26,100000,0
120460,2,1,1,44,420000,0
120461,2,2,1,38,500000,0
120462,2,1,1,41,360000,1
120463,2,1,2,28,190000,0
120464,2,2,2,32,120000,0
120465,2,2,1,33,300000,0
120466,2,2,2,31,50000,0
120467,2,2,2,29,240000,0
120468,2,2,1,28,120000,0
120469,2,2,2,30,150000,0
120470,2,1,2,31,270000,0
120471,2,1,2,31,310000,0
120472,2,2,1,42,20000,1
120473,2,1,2,29,70000,0
120474,2,2,1,29,290000,0
120475,2,2,2,38,120000,0
120476,2,3,1,48,140000,0
120477,2,1,1,43,220000,0
120478,2,1,2,28,240000,0
120479,2,2,1,30,50000,1
120480,2,1,1,30,100000,0
120481,2,1,2,30,230000,0
120482,2,2,2,30,120000,0
120483,2,1,2,31,350000,0
120484,2,1,2,34,70000,1
120485,2,3,1,31,50000,0
120486,2,1,2,32,150000,0
120487,2,1,2,34,410000,0
120488,2,1,2,35,400000,0
120489,2,1,2,36,360000,0
120490,2,2,1,36,30000,0
120491,2,1,1,44,170000,0
120492,2,2,2,44,40000,1
120493,2,1,2,38,430000,0
120494,2,2,1,47,130000,1
120495,2,2,1,42,450000,0
120496,2,1,2,29,90000,0
120497,2,1,1,43,190000,0
120498,2,1,2,38,210000,0
120499,2,2,1,43,20000,1
120500,2,1,1,36,200000,0
120501,2,1,2,29,160000,0
120502,2,2,2,30,220000,0
120503,2,1,2,31,230000,0
120504,2,1,2,33,360000,0
120505,2,2,1,33,160000,0
120506,2,2,1,35,260000,0
120507,2,2,1,34,100000,0
120508,2,3,1,42,70000,0
120509,2,2,2,25,170000,0
120510,2,2,2,26,40000,0
120511,2,2,1,47,80000,0
120512,2,1,2,25,30000,0
120513,2,2,1,27,230000,0
120514,2,1,1,35,400000,0
120515,2,2,1,38,170000,0
120516,2,3,1,43,270000,0
120517,2,2,1,39,30000,0
120518,2,2,2,46,200000,0
120519,2,1,2,31,280000,0
120520,2,2,2,32,420000,0
120521,2,3,1,43,30000,1
120522,2,2,1,31,290000,0
120523,2,2,2,32,20000,0
120524,2,2,1,42,340000,0
120525,2,2,1,39,270000,0
120526,2,2,2,33,40000,0
120527,2,1,2,34,360000,0
120528,2,2,2,47,280000,0
120529,2,2,2,43,50000,0
120530,2,1,2,42,330000,1
120531,2,3,2,46,360000,0
120532,2,3,1,40,340000,0
120533,2,1,2,26,500000,0
120534,2,1,2,34,270000,0
120535,2,3,1,40,120000,0
120536,2,2,2,27,200000,0
120537,2,3,1,45,50000,0
120538,2,1,2,28,220000,0
120539,2,1,2,43,80000,0
120540,2,1,2,29,260000,1
120541,2,1,2,29,430000,0
120542,2,1,1,39,360000,0
120543,2,1,2,30,500000,0
120544,2,3,1,45,50000,0
120545,2,2,1,47,50000,0
120546,2,1,2,35,360000,0
120547,2,3,2,36,10000,0
120548,2,1,2,32,220000,0
120549,2,2,2,34,290000,0
120550,2,2,1,35,110000,0
120551,2,2,2,40,120000,0
120552,2,2,1,46,140000,0
120553,2,2,1,38,500000,0
120554,2,1,1,45,360000,0
120555,2,2,2,38,220000,1
120556,2,2,1,30,210000,0
120557,2,1,2,38,170000,0
120558,2,1,2,23,50000,0
120559,2,1,2,30,160000,1
120560,2,2,2,26,320000,1
120561,2,3,1,37,280000,0
120562,2,1,2,31,290000,0
120563,2,3,1,37,80000,0
120564,2,3,1,47,200000,0
120565,2,1,2,29,270000,0
120566,2,1,1,46,200000,0
120567,2,2,1,39,130000,0
120568,2,2,2,35,30000,1
120569,2,2,1,29,60000,0
120570,2,2,1,45,90000,1
120571,2,1,1,43,430000,0
120572,2,2,1,37,30000,1
120573,2,1,2,31,240000,1
120574,2,1,1,33,240000,0
120575,2,2,1,41,160000,0
120576,2,2,1,28,110000,0
120577,2,3,1,43,130000,1
120578,2,2,1,38,30000,1
120579,2,1,2,30,370000,0
120580,2,5,2,33,80000,0
120581,2,2,1,30,120000,0
120582,2,2,1,33,290000,0
120583,2,3,2,35,150000,0
120584,2,1,1,31,360000,1
120585,2,1,2,30,320000,0
120586,2,1,1,31,260000,0
120587,2,1,1,38,320000,1
120588,2,1,2,32,360000,0
120589,2,1,2,40,190000,0
120590,2,1,1,31,330000,0
120591,2,1,1,41,240000,0
120592,2,1,2,30,280000,0
120593,2,1,2,31,360000,0
120594,2,2,1,33,420000,0
120595,2,2,2,42,280000,0
120596,2,2,1,44,70000,0
120597,2,2,1,33,110000,0
120598,2,2,1,46,300000,0
120599,2,3,2,41,80000,0
120600,2,2,1,32,200000,0
120601,2,2,2,42,450000,0
120602,2,3,2,43,140000,0
120603,2,1,2,37,150000,0
120604,2,2,1,31,80000,0
120605,2,2,1,35,200000,0
120606,2,2,1,44,360000,1
120607,2,2,1,37,160000,0
120608,2,1,2,33,200000,0
120609,2,1,1,35,150000,0
120610,2,2,2,38,50000,0
120611,2,2,1,45,360000,0
120612,2,1,1,32,500000,0
120613,2,1,1,31,220000,0
120614,2,2,1,45,80000,0
120615,2,2,2,38,200000,0
120616,2,1,2,38,100000,1
120617,2,1,1,32,260000,1
120618,2,5,2,37,300000,0
120619,2,3,1,44,160000,0
120620,2,2,2,35,50000,0
120621,2,3,2,38,150000,0
120622,2,1,2,27,70000,0
120623,2,2,2,27,80000,0
120624,2,1,2,28,100000,0
120625,2,2,2,30,150000,0
120626,2,2,3,35,340000,0
120627,2,3,1,39,210000,0
120628,2,1,2,28,240000,0
120629,2,1,2,35,250000,0
120630,2,1,1,36,50000,0
120631,2,1,2,35,450000,0
120632,2,1,1,38,200000,0
120633,2,2,1,47,350000,1
120634,2,1,2,45,200000,0
120635,2,1,2,30,280000,0
120636,2,1,1,34,210000,0
120637,2,1,2,34,210000,1
120638,2,2,1,46,420000,0
120639,2,2,2,35,80000,0
120640,2,2,1,38,510000,0
120641,2,2,2,31,10000,1
120642,2,1,2,32,300000,0
120643,2,2,1,32,60000,1
120644,2,2,2,33,200000,0
120645,2,2,1,35,230000,0
120646,2,2,1,31,170000,0
120647,2,3,2,42,70000,1
120648,2,3,1,37,300000,0
120649,2,1,2,31,330000,0
120650,2,2,2,49,200000,0
120651,2,5,1,33,170000,0
120652,2,2,1,48,20000,1
120653,2,4,3,32,320000,0
120654,2,2,1,35,230000,0
120655,2,2,2,38,80000,0
120656,2,3,1,43,100000,1
120657,2,2,1,47,370000,0
120658,2,2,2,37,200000,0
120659,2,1,2,30,130000,0
120660,2,2,1,42,50000,0
120661,2,2,2,35,300000,0
120662,2,2,1,37,140000,1
120663,2,1,1,44,270000,0
120664,2,2,1,35,150000,0
120665,2,1,1,46,120000,0
120666,2,2,2,39,20000,0
120667,2,1,1,34,260000,0
120668,2,1,1,35,160000,0
120669,2,2,1,45,50000,0
120670,2,2,1,39,350000,0
120671,2,1,2,40,510000,1
120672,2,1,1,38,250000,0
120673,2,2,2,33,180000,0
120674,2,2,3,39,60000,1
120675,2,1,1,35,170000,1
120676,2,1,1,39,200000,0
120677,2,1,1,31,210000,1
120678,2,1,2,47,200000,0
120679,2,2,2,34,200000,1
120680,2,2,1,32,200000,0
120681,2,2,1,29,240000,0
120682,2,2,2,34,450000,0
120683,2,2,1,26,80000,0
120684,2,2,2,33,430000,0
120685,2,3,1,40,30000,1
120686,2,2,1,30,290000,0
120687,2,3,1,37,170000,0
120688,2,1,2,26,130000,0
120689,2,3,1,30,360000,0
120690,2,3,1,45,180000,0
120691,2,2,1,35,360000,1
120692,2,2,2,32,90000,0
120693,2,3,1,34,40000,0
120694,2,2,2,28,500000,0
120695,2,1,2,33,440000,0
120696,2,2,2,28,180000,1
120697,2,1,2,29,60000,0
120698,2,3,1,29,150000,0
120699,2,2,1,32,80000,0
120700,2,2,1,40,220000,0
120701,2,3,1,48,80000,0
120702,2,1,2,37,400000,0
120703,2,1,2,34,250000,0
120704,2,2,1,34,120000,0
120705,2,2,2,39,500000,0
120706,2,2,2,36,240000,0
120707,2,2,2,39,30000,1
120708,2,1,2,29,90000,0
120709,2,1,2,31,60000,1
120710,2,2,2,41,60000,0
120711,2,1,2,41,230000,0
120712,2,1,1,40,290000,0
120713,2,1,2,42,430000,0
120714,2,3,1,48,140000,0
120715,2,2,2,30,210000,0
120716,2,2,2,36,390000,0
120717,2,1,1,35,320000,0
120718,2,2,1,44,50000,1
120719,2,3,1,40,260000,0
120720,2,1,2,30,100000,0
120721,2,2,1,37,340000,0
120722,2,2,1,36,150000,0
120723,2,2,1,34,210000,0
120724,2,1,1,33,200000,0
120725,2,1,1,41,310000,0
120726,2,1,1,32,260000,0
120727,2,2,2,41,210000,0
120728,2,2,2,39,330000,0
120729,2,2,2,29,430000,0
120730,2,1,2,32,450000,0
120731,2,2,1,32,150000,0
120732,2,3,1,32,410000,0
120733,2,2,1,48,90000,0
120734,2,1,1,36,280000,0
120735,2,1,1,45,150000,0
120736,2,1,1,42,200000,0
120737,2,1,2,40,140000,0
120738,2,1,1,29,260000,0
120739,2,2,2,30,160000,0
120740,2,1,1,45,310000,0
120741,2,3,1,47,80000,1
120742,2,1,1,31,330000,0
120743,2,1,2,30,180000,0
120744,2,1,2,29,120000,1
120745,2,4,2,30,150000,0
120746,2,1,2,35,200000,0
120747,2,2,2,37,170000,0
120748,2,2,3,45,50000,0
120749,2,2,1,41,80000,0
120750,2,3,2,31,20000,0
120751,2,2,1,31,360000,0
120752,2,1,2,31,200000,1
120753,2,2,1,33,50000,0
120754,2,2,1,33,70000,0
120755,2,2,2,34,300000,0
120756,2,3,2,45,20000,1
120757,2,1,2,40,170000,1
120758,2,4,1,44,180000,0
120759,2,1,2,38,200000,0
120760,2,3,2,45,180000,0
120761,2,3,1,40,360000,0
120762,2,2,2,46,30000,1
120763,2,2,1,35,130000,0
120764,2,2,1,35,80000,0
120765,2,2,1,40,230000,0
120766,2,2,1,36,210000,0
120767,2,3,1,35,270000,0
120768,2,2,2,37,280000,0
120769,2,2,1,36,50000,0
120770,2,2,1,38,360000,0
120771,2,2,1,47,80000,1
120772,2,1,2,29,200000,0
120773,2,3,2,30,50000,0
120774,2,2,1,33,20000,0
120775,2,2,1,41,50000,0
120776,2,2,1,31,110000,1
120777,2,2,2,46,280000,0
120778,2,1,2,32,160000,0
120779,2,2,1,35,320000,1
120780,2,1,2,30,300000,1
120781,2,2,2,30,300000,1
120782,2,2,2,31,100000,0
120783,2,2,1,39,100000,0
120784,2,2,1,33,110000,0
120785,2,2,1,39,400000,0
120786,2,2,1,35,20000,0
120787,2,1,2,27,50000,1
120788,2,1,2,28,310000,0
120789,2,2,2,44,80000,0
120790,2,3,1,43,120000,0
120791,2,1,1,39,200000,0
120792,2,2,1,44,100000,0
120793,2,2,2,37,210000,0
120794,2,1,1,33,60000,0
120795,2,2,1,38,130000,0
120796,2,1,2,37,500000,0
120797,2,3,1,28,300000,1
120798,2,1,2,28,200000,0
120799,2,2,2,29,290000,0
120800,2,1,2,29,650000,0
120801,2,1,2,27,230000,0
120802,2,1,1,30,230000,1
120803,2,2,2,31,200000,0
120804,2,2,2,32,400000,0
120805,2,2,1,30,490000,0
120806,2,1,2,30,360000,0
120807,2,1,2,33,230000,0
120808,2,2,2,34,290000,0
120809,2,2,1,34,360000,0
120810,2,2,2,33,180000,0
120811,2,3,1,47,230000,0
120812,2,1,2,35,340000,0
120813,2,3,1,44,170000,0
120814,2,3,2,42,50000,0
120815,2,2,1,37,170000,0
120816,2,2,1,49,160000,0
120817,2,2,2,38,140000,0
120818,2,1,1,43,520000,0
120819,2,2,2,29,140000,0
120820,2,1,2,27,100000,0
120821,2,1,2,28,280000,0
120822,2,1,2,29,240000,0
120823,2,1,1,29,90000,0
120824,2,2,1,30,90000,0
120825,2,5,2,30,180000,0
120826,2,5,1,32,500000,0
120827,2,2,2,31,50000,0
120828,2,1,2,32,400000,0
120829,2,1,2,33,230000,1
120830,2,3,2,31,400000,0
120831,2,2,1,35,80000,0
120832,2,2,2,37,160000,0
120833,2,1,1,38,430000,0
120834,2,2,1,34,90000,0
120835,2,2,2,36,210000,0
120836,2,2,1,36,20000,0
120837,2,2,1,44,210000,1
120838,2,3,1,40,170000,0
120839,2,2,1,43,320000,1
120840,2,2,1,37,50000,0
120841,2,3,1,36,100000,0
120842,2,1,1,39,220000,0
120843,2,1,1,38,300000,0
120844,2,3,1,45,200000,0
120845,2,1,1,43,240000,0
120846,2,2,1,46,50000,0
120847,2,2,1,33,290000,0
120848,2,2,2,37,160000,0
120849,2,1,1,31,200000,0
120850,2,2,1,37,260000,0
120851,2,3,1,47,30000,0
120852,2,2,2,36,230000,0
120853,2,3,2,39,220000,0
120854,2,1,2,27,140000,0
120855,2,2,1,38,80000,0
120856,2,1,1,27,100000,1
120857,2,2,1,39,250000,0
120858,2,2,1,38,80000,0
120859,2,1,2,35,180000,0
120860,2,2,2,38,720000,0
120861,2,2,1,27,180000,0
120862,2,1,1,32,230000,0
120863,2,2,1,36,80000,0
120864,2,2,1,30,100000,0
120865,2,3,1,32,200000,1
120866,2,2,1,41,250000,0
120867,2,2,2,47,220000,0
120868,2,2,2,33,70000,0
120869,2,2,2,35,60000,0
120870,2,3,1,44,200000,1
120871,2,2,1,30,200000,0
120872,2,1,2,48,300000,0
120873,2,3,2,36,260000,0
120874,2,3,1,44,130000,0
120875,2,2,1,29,30000,0
120876,2,1,1,30,170000,1
120877,2,2,1,29,210000,0
120878,2,3,2,44,50000,0
120879,2,1,2,36,600000,0
120880,2,3,1,37,180000,0
120881,2,1,2,29,100000,1
120882,2,1,1,46,210000,0
120883,2,2,1,37,150000,0
120884,2,3,2,30,360000,0
120885,2,1,1,32,330000,0
120886,2,2,2,43,300000,0
120887,2,2,1,48,230000,0
120888,2,3,2,47,20000,0
120889,2,2,1,34,50000,1
120890,2,5,1,42,200000,0
120891,2,3,2,35,290000,0
120892,2,3,1,43,310000,0
120893,2,1,2,28,270000,0
120894,2,1,2,33,200000,0
120895,2,2,1,32,290000,0
120896,2,2,2,29,220000,0
120897,2,1,1,35,500000,1
120898,2,2,1,44,100000,0
120899,2,1,1,44,210000,0
120900,2,3,2,38,310000,0
120901,2,2,1,27,200000,0
120902,2,1,2,28,110000,1
120903,2,2,1,30,130000,0
120904,2,1,2,34,130000,0
120905,2,2,1,35,80000,1
120906,2,1,1,47,30000,1
120907,2,1,1,39,50000,0
120908,2,2,1,30,160000,1
120909,2,2,1,45,80000,0
120910,2,2,2,37,100000,0
120911,2,2,2,46,10000,1
120912,2,2,1,30,90000,0
120913,2,2,1,38,360000,0
120914,2,1,1,43,670000,0
120915,2,3,2,28,150000,0
120916,2,1,2,28,150000,0
120917,2,1,1,35,230000,0
120918,2,2,1,30,230000,0
120919,2,1,1,33,170000,0
120920,2,2,1,35,200000,0
120921,2,1,2,32,200000,0
120922,2,2,1,33,310000,0
120923,2,1,2,30,50000,0
120924,2,2,1,36,140000,1
120925,2,1,2,37,250000,0
120926,2,1,2,31,80000,0
120927,2,2,1,29,200000,1
120928,2,1,2,27,180000,0
120929,2,2,1,33,310000,0
120930,2,2,2,43,90000,0
120931,2,2,2,39,210000,0
120932,2,1,2,27,200000,0
120933,2,2,1,48,70000,0
120934,2,1,2,33,210000,0
120935,2,1,2,27,130000,0
120936,2,2,1,27,80000,0
120937,2,2,1,47,370000,0
120938,2,3,1,36,180000,0
120939,2,2,2,27,280000,0
120940,2,2,1,27,150000,0
120941,2,1,2,31,140000,0
120942,2,1,2,34,430000,0
120943,2,1,2,37,360000,0
120944,2,1,1,42,240000,0
120945,2,1,1,34,200000,0
120946,2,2,2,38,100000,0
120947,2,1,1,40,210000,0
120948,2,3,1,38,50000,0
120949,2,1,1,28,400000,0
120950,2,2,2,37,150000,0
120951,2,2,2,39,280000,0
120952,2,1,2,38,610000,0
120953,2,2,2,44,180000,0
120954,2,3,1,47,270000,1
120955,2,3,1,36,110000,0
120956,2,1,2,48,120000,0
120957,2,3,1,35,50000,1
120958,2,3,2,32,160000,1
120959,2,2,1,48,500000,0
120960,2,2,2,28,440000,0
120961,2,2,2,33,200000,0
120962,2,2,2,33,250000,0
120963,2,2,1,37,140000,0
120964,2,1,1,36,260000,0
120965,2,1,1,45,60000,1
120966,2,1,1,37,500000,0
120967,2,2,1,30,80000,1
120968,2,1,1,31,120000,0
120969,2,1,2,31,90000,0
120970,2,1,0,31,210000,0
120971,2,1,2,28,240000,0
120972,2,2,2,29,230000,0
120973,2,2,1,29,30000,0
120974,2,2,1,29,60000,0
120975,2,1,2,33,90000,0
120976,2,3,1,33,10000,0
120977,2,1,1,34,30000,0
120978,2,1,2,34,200000,0
120979,2,2,1,32,90000,0
120980,2,3,1,44,50000,0
120981,2,1,2,35,220000,0
120982,2,2,1,46,500000,0
120983,2,3,1,47,60000,0
120984,2,2,1,41,110000,0
120985,2,3,2,42,30000,0
120986,2,2,1,38,300000,0
120987,2,1,1,36,490000,0
120988,2,1,1,36,210000,0
120989,2,1,1,37,280000,0
120990,2,2,1,36,60000,0
120991,2,2,1,38,490000,0
120992,2,3,1,45,50000,1
120993,2,2,1,35,200000,0
120994,2,1,2,43,70000,0
120995,2,2,2,29,260000,0
120996,2,2,1,40,460000,0
120997,2,2,1,42,320000,1
120998,2,3,3,48,230000,0
120999,2,1,1,30,350000,0
121000,2,1,1,31,230000,0
121001,2,3,2,47,20000,1
121002,2,2,1,43,230000,0
121003,2,2,1,35,80000,0
121004,2,2,1,40,110000,0
121005,2,1,1,30,360000,0
121006,2,2,2,34,80000,0
121007,2,2,1,35,350000,1
121008,2,2,1,47,70000,0
121009,2,3,2,29,360000,0
121010,2,1,1,32,240000,1
121011,2,2,2,34,80000,0
121012,2,2,2,29,140000,0
121013,2,1,2,33,50000,1
121014,2,3,2,35,130000,0
121015,2,2,1,42,160000,0
121016,2,1,2,29,90000,0
121017,2,1,2,29,20000,1
121018,2,1,2,29,200000,0
121019,2,1,1,31,230000,0
121020,2,2,2,28,210000,0
121021,2,1,1,33,290000,1
121022,2,3,1,34,260000,1
121023,2,2,1,29,20000,1
121024,2,3,1,47,180000,1
121025,2,6,1,29,100000,0
121026,2,2,1,38,280000,0
121027,2,2,1,35,100000,0
121028,2,1,2,30,30000,0
121029,2,2,1,44,160000,1
121030,2,1,2,36,360000,0
121031,2,1,2,36,450000,0
121032,2,1,2,40,380000,1
121033,2,2,1,42,120000,0
121034,2,1,1,47,160000,1
121035,2,1,2,33,50000,1
121036,2,2,2,34,170000,0
121037,2,2,2,34,350000,0
121038,2,2,1,48,180000,0
121039,2,1,1,38,100000,0
121040,2,1,2,26,50000,0
121041,2,1,2,30,180000,0
121042,2,1,2,31,150000,0
121043,2,1,2,33,350000,0
121044,2,2,1,42,260000,0
121045,2,2,2,27,200000,0
121046,2,2,1,27,240000,1
121047,2,2,2,26,290000,0
121048,2,2,2,27,140000,0
121049,2,1,2,29,200000,0
121050,2,1,1,28,230000,1
121051,2,1,2,31,170000,0
121052,2,3,2,31,120000,0
121053,2,2,1,31,90000,0
121054,2,2,2,30,300000,1
121055,2,3,2,30,70000,0
121056,2,1,2,32,500000,0
121057,2,3,1,32,80000,0
121058,2,1,2,33,280000,0
121059,2,2,2,34,170000,0
121060,2,2,2,34,50000,0
121061,2,3,1,34,50000,0
121062,2,1,2,38,230000,0
121063,2,2,3,48,180000,1
121064,2,3,2,43,40000,0
121065,2,2,2,42,360000,0
121066,2,2,1,47,360000,1
121067,2,1,1,45,170000,0
121068,2,3,1,35,20000,0
121069,2,2,1,43,240000,0
121070,2,1,1,39,100000,1
121071,2,1,1,43,100000,0
121072,2,2,1,37,420000,0
121073,2,2,1,34,180000,1
121074,2,2,1,37,240000,0
121075,2,3,1,43,30000,0
121076,2,2,1,44,210000,0
121077,2,1,2,30,320000,0
121078,2,1,2,29,240000,0
121079,2,1,2,35,450000,0
121080,2,2,1,36,500000,0
121081,2,1,1,38,80000,0
121082,2,2,2,41,50000,1
121083,2,2,1,41,450000,0
121084,2,1,1,43,380000,0
121085,2,1,2,29,50000,0
121086,2,3,1,30,30000,0
121087,2,1,1,37,300000,0
121088,2,2,1,45,340000,0
121089,2,2,2,44,190000,0
121090,2,3,1,41,120000,0
121091,2,1,2,40,210000,0
121092,2,1,1,46,360000,0
121093,2,1,2,35,330000,0
121094,2,1,1,37,100000,0
121095,2,1,2,38,250000,0
121096,2,2,1,46,120000,1
121097,2,1,2,43,200000,0
121098,2,1,2,30,280000,0
121099,2,2,2,36,240000,1
121100,2,2,2,40,110000,0
121101,2,1,1,41,390000,0
121102,2,2,2,38,20000,0
121103,2,1,2,35,140000,0
121104,2,2,1,41,160000,0
121105,2,1,1,30,210000,0
121106,2,1,1,47,210000,0
121107,2,1,2,39,240000,0
121108,2,2,1,36,150000,0
121109,2,2,1,48,60000,0
121110,2,2,1,40,180000,1
121111,2,2,2,37,120000,0
121112,2,1,2,40,210000,0
121113,2,2,1,43,110000,0
